"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 16 01:37:28 UTC 2024","Sun Jun 16 01:37:28 UTC 2024","20","tests.integration","test_charm","","","","test_database_is_up[0]",""
"passed","Sun Jun 16 01:37:27 UTC 2024","Sun Jun 16 01:37:27 UTC 2024","70","tests.integration","test_charm","","","","test_labels_consistency_across_pods[0]",""
"passed","Sun Jun 16 01:31:36 UTC 2024","Sun Jun 16 01:37:21 UTC 2024","344953","tests.integration.new_relations","test_new_relations","","","","test_database_relation_with_charm_libraries","Test basic functionality of database relation interface."
"passed","Sun Jun 16 01:32:51 UTC 2024","Sun Jun 16 01:37:34 UTC 2024","283282","tests.integration","test_trust","","","","test_trust_blocked_deployment","Trust existing blocked deployment.

    Assert on the application status recovering to active.
    "
"passed","Sun Jun 16 01:45:25 UTC 2024","Sun Jun 16 01:53:52 UTC 2024","507023","tests.integration","test_charm","","","","test_scale_down_and_up","Test data is replicated to new units after a scale up."
"passed","Sun Jun 16 01:31:16 UTC 2024","Sun Jun 16 01:31:20 UTC 2024","3778","tests.integration","test_trust","","","","test_enable_rbac","Enables RBAC from inside test runner's environment.

    Assert on permission enforcement being active.
    "
"passed","Sun Jun 16 01:37:15 UTC 2024","Sun Jun 16 01:42:11 UTC 2024","295204","tests.integration.ha_tests","test_async_replication","","","","test_async_replication","Test async replication between two PostgreSQL clusters."
"passed","Sun Jun 16 01:31:40 UTC 2024","Sun Jun 16 01:37:39 UTC 2024","359033","tests.integration","test_plugins","","","","test_plugins","Build and deploy one unit of PostgreSQL and then test the available plugins."
"skipped","Sun Jun 16 01:54:26 UTC 2024","Sun Jun 16 01:54:26 UTC 2024","0","tests.integration.ha_tests","test_async_replication","","","","test_reestablish_relation","Test that the relation can be broken and re-established."
"passed","Sun Jun 16 01:36:14 UTC 2024","Sun Jun 16 01:43:33 UTC 2024","438437","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_upgrade_from_stable","Test updating from stable channel."
"passed","Sun Jun 16 01:59:27 UTC 2024","Sun Jun 16 02:06:21 UTC 2024","413639","tests.integration.ha_tests","test_self_healing","","","","test_scaling_to_zero","Scale the database to zero units and scale up again."
"failed","Sun Jun 16 01:47:32 UTC 2024","Sun Jun 16 01:48:58 UTC 2024","86545","tests.integration.ha_tests","test_self_healing","","","","test_full_cluster_restart[SIGTERM-/usr/bin/patroni]","This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    "
"skipped","Sun Jun 16 01:37:26 UTC 2024","Sun Jun 16 01:37:26 UTC 2024","0","tests.integration.ha_tests","test_self_healing","","","","test_kill_db_process[postgres]",""
"passed","Sun Jun 16 02:02:07 UTC 2024","Sun Jun 16 02:02:31 UTC 2024","24078","tests.integration","test_charm","","","","test_application_removal",""
"passed","Sun Jun 16 01:41:21 UTC 2024","Sun Jun 16 01:41:51 UTC 2024","30198","tests.integration","test_password_rotation","","","","test_empty_password","Test that the password can't be set to an empty string."
"passed","Sun Jun 16 01:37:27 UTC 2024","Sun Jun 16 01:37:28 UTC 2024","16","tests.integration","test_charm","","","","test_labels_consistency_across_pods[2]",""
"passed","Sun Jun 16 01:36:55 UTC 2024","Sun Jun 16 01:39:17 UTC 2024","142064","tests.integration.ha_tests","test_replication","","","","test_reelection","Kill primary unit, check reelection."
