"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 12 01:29:29 UTC 2024","Fri Jul 12 01:29:32 UTC 2024","3202","tests.integration","test_trust","","","","test_model_connectivity","Tries to regain connectivity to model after microK8s restart."
"broken","Fri Jul 12 01:36:18 UTC 2024","Fri Jul 12 01:36:55 UTC 2024","36922","tests.integration.ha_tests","test_async_replication","","","","test_async_replication","Test async replication between two PostgreSQL clusters."
"broken","Fri Jul 12 01:29:24 UTC 2024","Fri Jul 12 01:29:27 UTC 2024","2566","tests.integration.ha_tests","test_upgrade","","","","test_deploy_latest","Simple test to ensure that the PostgreSQL and application charms get deployed."
"passed","Fri Jul 12 01:58:17 UTC 2024","Fri Jul 12 02:04:44 UTC 2024","386655","tests.integration.ha_tests","test_self_healing","","","","test_scaling_to_zero","Scale the database to zero units and scale up again."
"passed","Fri Jul 12 01:37:32 UTC 2024","Fri Jul 12 01:38:00 UTC 2024","28015","tests.integration.new_relations","test_new_relations","","","","test_an_application_can_request_multiple_databases","Test that an application can request additional databases using the same interface."
"passed","Fri Jul 12 01:40:04 UTC 2024","Fri Jul 12 01:40:53 UTC 2024","49008","tests.integration.ha_tests","test_self_healing","","","","test_restart_db_process[/usr/bin/patroni]",""
"passed","Fri Jul 12 01:39:24 UTC 2024","Fri Jul 12 01:40:03 UTC 2024","39067","tests.integration.ha_tests","test_self_healing","","","","test_restart_db_process[postgres]",""
"passed","Fri Jul 12 01:29:32 UTC 2024","Fri Jul 12 01:35:59 UTC 2024","387631","tests.integration","test_plugins","","","","test_plugins","Build and deploy one unit of PostgreSQL and then test the available plugins."
"passed","Fri Jul 12 01:42:04 UTC 2024","Fri Jul 12 01:49:57 UTC 2024","472612","tests.integration","test_charm","","","","test_scale_down_and_up","Test data is replicated to new units after a scale up."
"passed","Fri Jul 12 01:34:25 UTC 2024","Fri Jul 12 01:34:27 UTC 2024","2062","tests.integration","test_charm","","","","test_settings_are_correct[0]",""
"passed","Fri Jul 12 01:29:32 UTC 2024","Fri Jul 12 01:32:57 UTC 2024","205206","tests.integration.ha_tests","test_smoke","","","","test_app_force_removal","Remove unit with force while storage is alive."
"passed","Fri Jul 12 01:34:24 UTC 2024","Fri Jul 12 01:34:25 UTC 2024","72","tests.integration","test_charm","","","","test_exporter_is_up[2]",""
"passed","Fri Jul 12 01:43:20 UTC 2024","Fri Jul 12 01:43:47 UTC 2024","27440","tests.integration.new_relations","test_new_relations","","","","test_restablish_relation","Test that a previously broken relation would be functional if restored."
"skipped","Fri Jul 12 02:13:33 UTC 2024","Fri Jul 12 02:13:33 UTC 2024","0","tests.integration","test_backups","","","","test_invalid_config_and_recovery_after_fixing_it","Test that the charm can handle invalid and valid backup configurations."
"passed","Fri Jul 12 01:32:57 UTC 2024","Fri Jul 12 01:36:15 UTC 2024","197972","tests.integration.ha_tests","test_smoke","","","","test_app_garbage_ignorance","Test charm deploy in dirty environment with garbage storage."
"passed","Fri Jul 12 01:32:15 UTC 2024","Fri Jul 12 01:34:24 UTC 2024","129043","tests.integration.relations","test_relations","","","","test_legacy_and_modern_endpoints_simultaneously",""
"passed","Fri Jul 12 01:34:20 UTC 2024","Fri Jul 12 01:38:38 UTC 2024","257980","tests.integration","test_password_rotation","","","","test_password_rotation","Test password rotation action."
"passed","Fri Jul 12 01:58:03 UTC 2024","Fri Jul 12 01:58:22 UTC 2024","19102","tests.integration","test_charm","","","","test_automatic_failover_after_leader_issue","Tests that an automatic failover is triggered after an issue happens in the leader."
